id,age,gender,education_level,major,family_income,family_size,housing_condition,financial_aid,poverty_level
1231,20,M,本科,计算机科学,76588,3,58,1,2
1232,27,F,本科,生物科学,32062,4,90,1,2
1233,28,F,本科,物理学,52567,5,170,0,2
1234,29,F,博士,生物科学,49108,6,185,0,2
1235,30,M,本科,计算机科学,44802,5,172,1,2
1236,25,F,博士,生物科学,45433,6,74,0,2
1237,22,F,博士,物理学,91468,6,172,0,3
1238,29,M,博士,物理学,46066,2,132,0,2
1239,28,F,本科,物理学,45695,6,169,1,1
1240,29,M,博士,生物科学,96494,6,158,0,3
1241,26,M,硕士,计算机科学,47634,6,165,0,2
1242,27,F,博士,计算机科学,47996,3,99,1,2
1243,24,F,本科,物理学,83894,4,110,0,3
1244,26,F,本科,生物科学,59256,6,58,1,1
1245,25,M,硕士,物理学,61738,2,51,0,2
1246,23,F,硕士,计算机科学,35157,5,78,0,3
1247,29,F,硕士,物理学,33293,2,84,0,2
1248,29,M,硕士,物理学,39940,4,105,0,3
1249,21,M,硕士,生物科学,60654,6,180,1,2
1250,27,F,本科,生物科学,81832,3,109,1,2
1251,27,M,硕士,计算机科学,95954,5,151,0,2
1252,30,M,硕士,物理学,78608,3,187,0,2
1253,22,M,博士,生物科学,97298,5,182,1,1
1254,22,M,博士,生物科学,37248,4,150,0,3
1255,25,F,本科,物理学,74966,3,186,1,2
1256,20,F,硕士,生物科学,46868,6,65,0,2
1257,20,M,硕士,生物科学,45257,4,192,1,1
1258,25,F,硕士,生物科学,36184,4,55,0,3
1259,20,M,硕士,物理学,62132,6,136,0,2
1260,30,M,硕士,物理学,82979,5,131,0,3
1261,23,M,博士,计算机科学,46412,3,78,1,1
1262,27,F,硕士,物理学,81260,3,69,1,1
1263,29,F,硕士,物理学,76601,6,197,0,2
1264,27,M,本科,生物科学,37738,5,122,0,2
1265,25,F,博士,计算机科学,57487,2,120,0,2
1266,29,F,博士,计算机科学,48429,6,200,0,3
1267,24,M,博士,计算机科学,47255,4,174,0,3
1268,24,F,博士,计算机科学,46144,4,73,0,3
1269,21,M,博士,生物科学,74654,3,50,0,3
1270,21,M,硕士,计算机科学,79648,6,182,0,3
1271,21,M,本科,生物科学,81848,5,134,1,1
1272,22,F,本科,生物科学,86259,6,162,1,1
1273,20,F,硕士,计算机科学,67477,6,105,1,2
1274,21,F,本科,物理学,89494,4,161,1,1
1275,24,M,博士,物理学,65377,4,138,0,2
1276,29,M,硕士,生物科学,87972,6,74,0,2
1277,26,M,硕士,计算机科学,67910,6,147,1,1
1278,28,M,硕士,物理学,50658,2,61,1,1
1279,27,M,本科,计算机科学,39759,6,90,1,2
1280,28,M,硕士,物理学,95763,6,171,1,1
1281,21,F,硕士,计算机科学,73290,6,118,1,1
1282,25,F,博士,物理学,85836,6,149,0,2
1283,24,M,硕士,生物科学,42921,6,187,0,3
1284,23,M,博士,物理学,97854,6,163,1,1
1285,22,F,博士,计算机科学,46551,5,96,0,3
1286,26,F,博士,计算机科学,52137,4,120,1,1
1287,28,F,博士,物理学,51508,6,58,0,2
1288,29,F,硕士,物理学,68826,5,139,0,3
1289,27,F,本科,生物科学,69227,2,64,1,1
1290,28,F,博士,物理学,65368,5,82,0,3
1291,27,F,本科,物理学,86131,3,109,1,1
1292,20,M,博士,计算机科学,36692,2,198,1,1
1293,26,M,博士,物理学,37821,4,193,1,2
1294,27,M,硕士,生物科学,85461,6,152,0,3
1295,27,M,本科,生物科学,43249,2,53,1,1
1296,20,F,博士,物理学,69453,4,200,0,3
1297,25,M,博士,计算机科学,44079,6,124,1,1
1298,29,M,本科,计算机科学,39347,3,152,1,2
1299,28,F,博士,计算机科学,63887,5,52,0,3
1300,30,M,博士,计算机科学,88395,6,141,1,1
1301,22,F,本科,计算机科学,45215,4,167,1,1
1302,22,F,本科,生物科学,96559,2,164,1,1
1303,20,M,硕士,计算机科学,91797,2,183,0,2
1304,21,F,本科,计算机科学,37788,3,101,1,2
1305,22,F,博士,生物科学,83343,5,71,1,1
1306,26,M,本科,生物科学,89045,2,81,1,1
1307,27,M,博士,物理学,75229,6,95,0,2
1308,20,M,硕士,生物科学,66440,3,78,1,2
1309,24,F,硕士,物理学,45848,2,80,0,3
1310,22,M,硕士,计算机科学,31838,3,177,1,2
1311,23,F,博士,计算机科学,47192,6,118,0,3
1312,28,F,博士,生物科学,81508,4,131,0,2
1313,28,M,本科,生物科学,41723,6,179,1,1
1314,27,F,本科,生物科学,87852,2,101,1,1
1315,28,M,硕士,计算机科学,49319,6,125,1,2
1316,29,M,博士,物理学,94949,2,54,0,2
1317,26,F,博士,物理学,42303,3,58,0,3
1318,27,M,本科,物理学,55389,5,187,1,1
1319,28,F,博士,生物科学,42646,2,92,0,2
1320,23,M,本科,物理学,75438,4,71,1,2
1321,26,M,博士,物理学,75070,2,85,0,3
1322,29,F,本科,计算机科学,50406,2,170,1,1
1323,25,M,硕士,生物科学,37281,3,84,0,2
1324,27,M,本科,计算机科学,98912,2,65,0,3
1325,21,M,博士,物理学,54454,2,59,0,3
1326,28,M,本科,计算机科学,69196,3,58,0,3
1327,25,M,硕士,生物科学,69544,5,56,1,2
1328,23,F,博士,计算机科学,67023,2,160,0,2
1329,26,F,硕士,生物科学,64112,3,141,1,1
1330,26,F,本科,物理学,82039,3,115,1,2
1331,30,F,硕士,生物科学,95040,5,181,1,2
1332,24,M,博士,物理学,53950,2,98,1,2
1333,27,F,本科,物理学,81788,3,178,1,1
1334,26,F,博士,计算机科学,68545,5,121,0,2
1335,24,F,硕士,计算机科学,91288,5,93,1,2
1336,28,F,博士,生物科学,55507,5,153,0,2
1337,20,M,本科,物理学,84909,3,134,0,3
1338,27,F,硕士,物理学,74877,6,180,1,2
1339,27,F,本科,生物科学,53659,4,169,0,2
1340,25,M,博士,物理学,67445,2,165,0,2
1341,30,F,博士,计算机科学,63203,6,105,0,3
1342,27,M,本科,生物科学,88162,4,141,1,1
1343,21,M,本科,生物科学,31351,3,152,1,2
1344,23,M,硕士,物理学,85698,3,50,0,2
1345,29,F,硕士,生物科学,30665,5,179,0,3
1346,23,F,博士,生物科学,90181,4,164,0,3
1347,23,M,博士,计算机科学,62696,5,174,1,2
1348,26,F,博士,计算机科学,56867,6,114,0,2
1349,25,M,博士,生物科学,86778,5,105,0,2
1350,30,F,硕士,生物科学,60505,5,187,0,2
1351,21,M,本科,物理学,31654,6,117,1,1
1352,20,M,博士,物理学,43566,2,115,0,3
1353,21,M,本科,物理学,68401,3,181,1,1
1354,29,F,博士,生物科学,92171,5,183,1,1
1355,20,F,博士,物理学,63977,5,170,1,1
1356,27,F,硕士,生物科学,61326,6,121,0,2
1357,21,F,本科,生物科学,60440,3,53,1,1
1358,26,M,博士,生物科学,37750,2,98,1,1
1359,24,M,本科,计算机科学,40273,3,103,1,2
1360,23,M,本科,物理学,70306,4,161,1,1
1361,27,F,博士,生物科学,96880,3,119,0,2
1362,22,F,硕士,生物科学,84815,6,50,0,2
1363,22,M,硕士,生物科学,48389,5,151,0,2
1364,23,F,本科,生物科学,33774,6,100,0,2
1365,29,F,硕士,物理学,61612,2,97,1,1
1366,28,F,硕士,生物科学,53226,2,107,0,3
1367,29,M,博士,物理学,79072,5,52,0,2
1368,21,M,硕士,物理学,87669,5,59,0,3
1369,21,F,博士,计算机科学,74808,2,89,1,2
1370,21,F,硕士,生物科学,55522,3,86,1,2
1371,22,M,本科,物理学,38033,5,88,0,3
1372,20,M,博士,物理学,94576,5,95,1,1
1373,25,M,本科,计算机科学,86024,2,192,1,1
1374,24,M,硕士,计算机科学,99807,5,133,1,1
1375,27,M,硕士,生物科学,79184,2,199,1,1
1376,28,M,硕士,生物科学,41092,3,126,0,3
1377,22,M,博士,物理学,47330,6,179,0,2
1378,23,F,本科,计算机科学,89523,5,159,1,1
1379,30,F,博士,生物科学,38350,5,138,0,2
1380,30,M,本科,生物科学,67194,2,161,1,2
1381,30,F,硕士,物理学,36962,3,77,0,2
1382,21,F,博士,计算机科学,97999,3,143,0,2
1383,27,F,博士,生物科学,44596,4,152,1,1
1384,21,F,硕士,物理学,74941,5,142,1,1
1385,28,M,硕士,计算机科学,31114,5,193,0,3
1386,28,F,本科,物理学,39011,6,141,1,2
1387,29,M,本科,物理学,62785,6,172,0,3
1388,27,M,硕士,生物科学,59642,5,162,0,2
1389,27,F,博士,生物科学,66550,4,123,0,2
1390,27,F,硕士,计算机科学,89645,3,102,1,2
1391,24,F,博士,计算机科学,92425,3,90,0,2
1392,27,F,博士,生物科学,78353,2,66,1,2
1393,23,F,本科,物理学,41546,2,131,1,2
1394,27,F,硕士,物理学,91548,4,76,1,2
1395,27,M,博士,计算机科学,63734,3,120,0,3
1396,29,F,硕士,生物科学,89840,3,91,1,2
1397,20,M,本科,计算机科学,66827,2,164,1,1
1398,26,M,本科,生物科学,81739,3,74,1,1
1399,21,F,博士,生物科学,68873,2,161,0,3
1400,27,F,硕士,物理学,57494,6,157,0,2
1401,24,M,本科,计算机科学,70447,3,75,1,2
1402,23,M,博士,计算机科学,43797,6,83,0,2
1403,30,F,博士,计算机科学,53548,3,91,1,1
1404,27,F,博士,生物科学,43350,2,183,0,3
1405,30,F,本科,计算机科学,74279,6,76,1,1
1406,21,M,本科,物理学,73049,5,51,1,2
1407,27,M,博士,计算机科学,44596,5,129,0,2
1408,20,F,本科,计算机科学,63687,3,87,1,1
1409,27,M,博士,物理学,68704,4,72,0,2
1410,24,M,博士,物理学,63778,5,157,0,3
1411,21,F,硕士,物理学,61928,3,94,0,3
1412,22,M,本科,计算机科学,87106,4,105,1,2
1413,23,F,博士,生物科学,61329,3,133,0,2
1414,24,M,本科,物理学,73095,6,79,1,1
1415,20,F,硕士,生物科学,31911,3,178,0,3
1416,26,M,博士,生物科学,90239,5,90,0,3
1417,25,M,本科,生物科学,61040,5,161,1,1
1418,21,M,硕士,物理学,69895,5,101,1,1
1419,25,F,本科,生物科学,60436,5,108,1,2
1420,25,F,本科,物理学,51650,3,163,1,2
1421,30,F,硕士,计算机科学,81696,2,120,0,2
1422,30,M,硕士,物理学,31928,6,127,1,2
1423,20,F,本科,生物科学,58915,5,194,0,3
1424,23,M,博士,物理学,85248,6,119,0,3
1425,22,M,硕士,生物科学,50809,5,149,0,3
1426,21,M,博士,生物科学,50080,4,83,0,3
1427,21,F,博士,生物科学,55153,4,171,0,3
1428,21,F,本科,生物科学,51559,3,120,0,3
1429,28,M,本科,生物科学,42902,6,103,1,2
1430,27,F,硕士,物理学,32403,3,88,0,3
1431,28,M,博士,计算机科学,65183,4,58,0,3
1432,28,F,硕士,计算机科学,86290,3,121,1,1
1433,22,M,硕士,物理学,96687,3,57,0,2
1434,27,F,博士,物理学,85884,4,67,0,3
1435,24,M,博士,计算机科学,60801,5,172,0,3
1436,27,F,硕士,物理学,48660,4,50,0,2
1437,27,F,博士,生物科学,92260,3,192,0,3
1438,30,M,本科,计算机科学,53213,3,67,0,2
1439,29,F,本科,计算机科学,30059,2,147,1,2
1440,26,F,博士,计算机科学,72638,3,132,0,2
1441,29,F,本科,物理学,46699,3,146,1,1
1442,30,M,本科,计算机科学,53943,2,74,0,3
1443,24,M,本科,物理学,91400,2,86,0,3
1444,28,F,本科,计算机科学,33200,3,163,1,1
1445,29,F,本科,计算机科学,32067,2,83,1,1
1446,20,F,硕士,计算机科学,68753,6,168,0,2
1447,25,M,硕士,生物科学,81614,2,166,0,2
1448,25,M,硕士,计算机科学,61600,6,86,0,3
1449,20,M,本科,计算机科学,65430,6,69,1,1
1450,23,F,硕士,物理学,47004,4,196,0,2
1451,20,M,硕士,物理学,53573,5,110,1,1
1452,26,F,硕士,计算机科学,33333,6,157,0,3
1453,22,M,本科,计算机科学,37723,6,78,1,1
1454,27,M,本科,生物科学,59550,3,83,1,1
1455,28,F,博士,物理学,34974,4,104,0,3
1456,30,F,本科,生物科学,43048,4,70,1,2
1457,20,M,硕士,计算机科学,54367,6,50,0,3
1458,26,M,硕士,物理学,64744,3,62,1,2
1459,21,M,本科,生物科学,91874,6,195,1,2
1460,29,M,博士,物理学,42682,5,77,1,2
1461,24,M,硕士,物理学,67149,3,130,1,1
1462,27,M,博士,生物科学,48613,4,171,1,1
1463,29,M,本科,计算机科学,34838,5,192,0,3
1464,26,F,硕士,生物科学,31041,5,83,1,1
1465,21,M,博士,物理学,33271,2,116,0,3
1466,24,F,硕士,物理学,49678,6,176,1,1
1467,20,F,本科,生物科学,83732,2,196,1,2
1468,20,F,硕士,物理学,44760,5,83,1,2
1469,26,F,本科,物理学,71079,5,62,1,2
1470,24,M,博士,物理学,42472,5,146,1,2
1471,30,M,本科,计算机科学,60986,3,175,1,1
1472,27,F,博士,生物科学,66727,3,64,0,2
1473,24,F,本科,生物科学,50492,2,74,0,3
1474,22,M,硕士,物理学,57116,3,147,1,2
1475,26,M,本科,计算机科学,46510,5,156,0,3
1476,21,F,博士,计算机科学,66671,2,59,0,3
1477,22,M,博士,生物科学,69404,5,133,0,3
1478,25,F,硕士,计算机科学,90792,2,134,1,1
1479,26,F,博士,生物科学,68063,2,117,1,1
1480,26,F,本科,计算机科学,65623,6,87,1,2
1481,20,M,本科,物理学,96582,2,186,1,2
1482,27,F,硕士,物理学,38055,4,199,0,2
1483,29,F,硕士,物理学,56505,4,120,1,1
1484,25,M,博士,物理学,98584,5,152,1,1
1485,30,F,硕士,物理学,49915,2,158,0,3
1486,27,F,博士,生物科学,63255,6,76,0,3
1487,21,F,本科,生物科学,40468,4,75,1,2
1488,26,M,硕士,生物科学,89088,5,180,1,1
1489,22,M,硕士,生物科学,52995,2,90,1,2
1490,23,M,硕士,物理学,61757,3,82,0,2
1491,22,M,硕士,计算机科学,65753,5,174,1,2
1492,22,M,博士,计算机科学,56839,5,166,0,2
1493,29,M,本科,计算机科学,44663,5,185,1,1
1494,25,M,博士,计算机科学,93070,6,114,0,3
1495,26,F,本科,物理学,46339,5,101,1,1
1496,27,F,硕士,计算机科学,34272,2,170,0,3
1497,26,F,本科,计算机科学,84499,5,95,1,1
1498,25,F,本科,计算机科学,39344,6,162,1,1
1499,29,M,博士,生物科学,45278,5,161,1,1
1500,21,F,硕士,生物科学,90786,5,147,0,3
1501,20,M,博士,物理学,84943,4,153,1,2
1502,20,M,博士,物理学,46813,4,171,0,2
1503,23,F,博士,计算机科学,42798,5,133,0,2
1504,30,M,本科,计算机科学,84980,6,181,0,2
1505,26,F,本科,计算机科学,37483,4,75,1,1
1506,23,M,本科,物理学,44643,3,78,0,3
1507,23,M,博士,物理学,43108,5,50,0,3
1508,27,F,本科,计算机科学,83887,5,149,1,2
1509,29,M,硕士,计算机科学,31661,6,53,0,3
1510,23,F,本科,计算机科学,40604,5,151,1,2
1511,24,F,博士,计算机科学,69648,5,125,1,1
1512,26,M,硕士,物理学,74348,5,159,1,1
1513,28,M,本科,生物科学,30318,4,94,0,2
1514,21,F,硕士,生物科学,77582,5,58,1,2
1515,30,M,硕士,物理学,72773,3,109,0,3
1516,22,M,本科,计算机科学,92960,5,157,1,2
1517,21,F,本科,生物科学,75863,2,79,1,1
1518,25,M,本科,物理学,48094,2,90,1,1
1519,21,F,博士,生物科学,52695,2,145,0,3
1520,29,F,硕士,物理学,43323,4,157,0,3
1521,25,F,博士,计算机科学,35918,6,194,0,3
1522,26,F,硕士,物理学,48430,4,90,0,3
1523,26,M,博士,物理学,89729,3,57,0,3
1524,24,M,本科,物理学,48065,2,131,1,2
1525,26,M,本科,计算机科学,54607,5,186,1,2
1526,24,M,博士,物理学,87519,3,72,0,3
1527,20,F,硕士,生物科学,64157,3,73,0,2
1528,20,F,硕士,生物科学,48990,2,68,0,2
1529,23,M,博士,物理学,49681,3,115,1,1
1530,22,F,硕士,生物科学,33739,6,51,1,1
1531,20,M,本科,计算机科学,41415,4,108,1,2
1532,27,M,硕士,物理学,78557,5,124,1,2
1533,27,F,硕士,计算机科学,74894,2,107,1,1
1534,20,F,本科,计算机科学,77603,6,74,1,1
1535,25,F,本科,生物科学,96317,3,200,1,1
1536,24,M,本科,物理学,97392,5,184,1,2
1537,30,F,本科,计算机科学,90214,5,137,1,2
1538,24,F,博士,物理学,54604,2,182,0,2
1539,24,M,本科,生物科学,81861,6,156,1,1
1540,26,M,硕士,计算机科学,78108,5,80,0,3
1541,20,M,本科,计算机科学,78546,5,71,1,2
1542,20,F,博士,生物科学,83617,4,114,1,1
1543,25,F,博士,生物科学,71058,3,63,0,3
1544,24,M,本科,物理学,64329,3,143,1,1
1545,29,F,硕士,计算机科学,49090,4,173,0,2
1546,30,F,本科,计算机科学,62735,6,63,1,1
1547,29,M,本科,生物科学,68943,6,185,1,1
1548,30,M,本科,物理学,97533,2,148,1,1
1549,30,M,本科,物理学,49056,3,139,0,2
1550,23,M,本科,物理学,75589,2,185,0,3
1551,25,M,本科,物理学,33358,5,179,0,2
1552,27,F,本科,计算机科学,82608,6,199,0,3
1553,23,M,本科,生物科学,81030,6,133,0,2
1554,27,M,硕士,计算机科学,36217,2,166,1,1
1555,27,F,硕士,计算机科学,51878,6,182,0,3
1556,21,M,硕士,物理学,69439,4,97,0,2
1557,22,F,博士,生物科学,53444,4,150,0,3
1558,28,F,硕士,物理学,85600,3,172,1,2
1559,22,M,博士,物理学,86590,2,162,1,1
1560,26,M,本科,物理学,33522,2,138,1,1
1561,28,M,硕士,物理学,34323,6,189,1,1
1562,25,M,本科,物理学,92294,4,158,1,2
1563,25,M,本科,生物科学,56575,3,114,1,1
1564,28,F,本科,生物科学,79107,3,141,1,2
1565,23,F,本科,计算机科学,32077,4,96,1,1
1566,25,F,本科,计算机科学,61483,5,84,1,1
1567,23,M,本科,物理学,39420,2,188,1,2
1568,26,F,本科,物理学,70577,3,162,1,2
1569,29,F,硕士,生物科学,68397,3,83,1,2
1570,21,M,本科,生物科学,85019,6,131,1,1
1571,21,F,博士,计算机科学,45577,3,147,0,2
1572,20,M,硕士,生物科学,39101,5,69,0,2
1573,24,M,博士,生物科学,53997,6,117,0,3
1574,24,F,硕士,物理学,74844,6,96,0,3
1575,24,F,硕士,生物科学,31453,3,71,1,1
1576,26,M,硕士,计算机科学,73082,2,109,0,2
1577,30,M,硕士,生物科学,94372,2,188,1,1
1578,28,F,本科,物理学,47976,2,87,1,1
1579,21,F,博士,计算机科学,98240,2,180,0,2
1580,23,M,本科,物理学,62417,6,143,0,2
1581,25,F,硕士,生物科学,84863,2,117,1,1
1582,30,F,博士,物理学,81898,3,126,0,3
1583,24,F,博士,计算机科学,73829,3,164,0,2
1584,30,M,硕士,物理学,33958,5,56,0,3
1585,30,F,本科,计算机科学,88640,4,90,0,2
1586,25,F,硕士,生物科学,42572,4,81,1,1
1587,23,M,硕士,生物科学,82358,6,140,1,1
1588,29,F,博士,计算机科学,53061,4,171,0,3
1589,22,M,博士,生物科学,73952,4,62,0,3
1590,25,F,硕士,计算机科学,65314,2,82,0,3
1591,30,M,硕士,物理学,73210,3,119,0,2
1592,27,M,硕士,物理学,69284,4,65,1,2
1593,22,M,本科,物理学,86025,5,81,1,1
1594,27,M,本科,生物科学,70058,3,122,1,2
1595,28,F,本科,生物科学,91399,6,69,0,3
1596,20,M,博士,生物科学,62172,3,113,0,2
1597,26,M,本科,生物科学,30380,5,89,1,1
1598,21,M,本科,物理学,46503,2,73,1,2
1599,27,F,本科,生物科学,71298,5,102,1,1
1600,22,M,硕士,物理学,75472,3,64,0,3
1601,26,F,本科,计算机科学,62304,2,62,0,2
1602,27,M,博士,计算机科学,99791,3,97,0,2
1603,30,F,博士,计算机科学,54551,4,185,0,2
1604,30,F,本科,生物科学,54355,2,164,1,1
1605,23,F,博士,计算机科学,48086,5,98,1,2
1606,20,F,硕士,物理学,80517,5,116,1,1
1607,25,M,硕士,物理学,93282,6,58,1,2
1608,29,F,本科,计算机科学,47701,5,199,1,1
1609,20,M,本科,生物科学,79554,5,188,1,2
1610,24,F,硕士,生物科学,62402,2,74,1,2
1611,26,F,博士,计算机科学,82048,4,113,0,3
1612,27,M,硕士,生物科学,55854,2,154,0,2
1613,23,M,博士,生物科学,64394,4,111,0,3
1614,29,F,本科,生物科学,33896,4,188,0,3
1615,26,F,本科,生物科学,61101,3,82,1,1
1616,20,M,博士,计算机科学,37749,6,114,0,3
1617,27,F,本科,物理学,75487,4,176,1,1
1618,30,M,博士,计算机科学,86150,2,72,0,3
1619,22,F,本科,物理学,57460,4,195,1,1
1620,23,M,博士,物理学,32171,6,131,1,1
1621,23,F,硕士,物理学,61385,2,119,0,2
1622,24,M,本科,生物科学,42024,6,143,1,2
1623,20,M,博士,计算机科学,32095,6,96,0,3
1624,30,M,硕士,生物科学,52641,2,145,1,1
1625,21,M,博士,计算机科学,59968,6,150,0,3
1626,28,M,博士,生物科学,90715,3,80,0,2
1627,30,M,硕士,生物科学,72870,6,146,0,2
1628,29,F,本科,生物科学,68393,3,96,1,1
1629,20,M,硕士,物理学,86982,3,95,0,2
1630,20,M,博士,物理学,44025,5,93,1,1
1631,25,F,本科,生物科学,62935,5,167,1,2
1632,23,F,本科,计算机科学,32045,5,71,1,1
1633,23,M,博士,计算机科学,94204,6,189,0,2
1634,20,F,本科,生物科学,78682,5,117,1,2
1635,23,F,硕士,生物科学,91162,2,86,1,1
1636,20,M,本科,物理学,34745,2,194,0,3
1637,27,M,硕士,物理学,42687,4,138,1,1
1638,27,F,本科,物理学,90725,3,78,1,2
1639,21,F,硕士,生物科学,86344,5,77,1,1
1640,28,F,博士,物理学,80164,5,191,0,3
1641,26,F,硕士,生物科学,79635,5,75,0,2
1642,22,M,本科,生物科学,40202,3,174,1,2
1643,20,M,本科,生物科学,98839,5,170,1,2
1644,23,M,硕士,生物科学,88876,6,191,0,2
1645,21,M,硕士,生物科学,67458,4,101,0,3
1646,27,M,硕士,物理学,81580,4,196,0,3
1647,20,F,硕士,生物科学,71314,6,115,1,1
1648,28,M,硕士,物理学,77168,3,130,0,3
1649,23,M,本科,生物科学,61485,6,92,0,2
1650,21,F,硕士,物理学,68006,4,65,0,3
1651,26,M,硕士,计算机科学,88200,5,148,0,2
1652,21,M,博士,物理学,62686,4,72,0,2
1653,21,M,硕士,生物科学,88980,6,143,0,2
1654,24,F,博士,物理学,96497,6,164,0,2
1655,23,F,本科,生物科学,71517,4,171,1,1
1656,22,M,博士,生物科学,74606,2,110,0,2
1657,23,M,博士,计算机科学,41484,6,176,0,3
1658,21,M,博士,计算机科学,77965,3,122,0,2
1659,30,F,硕士,物理学,92205,4,113,0,3
1660,26,M,本科,计算机科学,96630,5,93,1,2
1661,30,M,硕士,计算机科学,49246,6,148,1,2
1662,28,F,博士,生物科学,49724,5,149,0,3
1663,22,M,本科,物理学,32615,2,80,1,2
1664,21,F,博士,物理学,81842,4,87,0,3
1665,22,M,硕士,生物科学,81020,2,51,1,1
1666,22,M,博士,生物科学,57792,5,109,0,2
1667,22,F,硕士,物理学,97243,2,90,1,1
1668,25,F,硕士,计算机科学,79775,2,121,0,2
1669,26,M,硕士,物理学,64006,6,111,1,1
1670,28,M,硕士,生物科学,63034,5,154,1,1
1671,30,F,硕士,计算机科学,92183,4,187,0,3
1672,26,M,本科,计算机科学,47035,2,101,1,2
1673,23,F,硕士,计算机科学,61244,4,113,1,1
1674,23,M,博士,物理学,62896,5,63,0,3
1675,27,F,博士,物理学,91765,5,94,0,2
1676,30,M,本科,计算机科学,98811,3,136,0,3
1677,28,M,本科,计算机科学,96798,2,151,1,1
1678,23,F,本科,生物科学,87871,2,109,0,3
1679,24,F,硕士,物理学,43290,5,95,0,3
1680,20,M,硕士,计算机科学,95997,6,179,1,2
1681,24,M,硕士,生物科学,98166,5,72,0,2
1682,24,F,本科,计算机科学,37656,5,176,1,2
1683,28,F,博士,计算机科学,72335,3,169,0,3
1684,25,M,本科,计算机科学,36915,2,141,1,1
1685,23,F,硕士,生物科学,35191,6,200,1,2
1686,24,M,硕士,计算机科学,35646,3,178,1,2
1687,28,M,博士,物理学,43193,6,117,0,2
1688,23,M,硕士,物理学,54524,4,192,1,1
1689,30,M,本科,物理学,87621,6,163,1,1
1690,21,M,硕士,计算机科学,58936,2,76,1,1
1691,29,F,硕士,物理学,98381,6,151,0,3
1692,25,F,博士,计算机科学,87178,4,137,1,1
1693,21,F,博士,计算机科学,67090,4,143,0,2
1694,24,F,本科,生物科学,44166,5,197,1,2
1695,24,F,博士,生物科学,67532,4,70,0,2
1696,21,M,本科,物理学,51451,6,174,0,2
1697,25,F,博士,生物科学,63276,6,77,0,3
1698,26,F,博士,生物科学,45588,3,72,0,2
1699,27,M,硕士,物理学,98826,5,104,1,1
1700,22,M,本科,生物科学,52887,3,86,1,2
1701,29,F,博士,生物科学,59603,3,190,1,2
1702,20,M,博士,生物科学,55096,6,67,0,2
1703,21,M,本科,计算机科学,51458,5,120,1,2
1704,28,M,本科,物理学,56039,5,162,1,1
1705,27,F,博士,生物科学,69140,2,97,1,2
1706,21,M,博士,计算机科学,73679,5,181,1,2
1707,23,M,硕士,生物科学,63462,2,143,0,3
1708,21,M,博士,计算机科学,56965,4,59,0,2
1709,22,F,本科,生物科学,97467,2,69,0,3
1710,24,M,博士,物理学,50574,6,116,0,3
1711,21,F,博士,物理学,48472,3,169,0,2
1712,21,M,本科,物理学,95726,6,182,1,2
1713,26,M,博士,物理学,43867,6,112,0,3
1714,27,M,博士,物理学,89277,6,133,0,2
1715,20,F,博士,计算机科学,92968,4,82,0,2
1716,23,F,硕士,计算机科学,75290,5,77,1,1
1717,20,M,硕士,生物科学,69170,6,148,1,1
1718,27,M,本科,生物科学,38555,6,79,1,1
1719,30,F,博士,物理学,68039,5,138,1,2
1720,24,M,本科,计算机科学,88341,3,165,1,2
1721,22,F,博士,计算机科学,81371,3,167,0,3
1722,20,F,博士,物理学,55138,5,172,0,2
1723,24,F,硕士,生物科学,65943,4,179,0,2
1724,29,M,本科,计算机科学,64035,3,167,0,2
1725,29,F,硕士,计算机科学,76254,2,169,0,3
1726,26,M,博士,生物科学,87243,6,144,0,2
1727,24,M,硕士,物理学,95810,4,56,0,2
1728,27,M,本科,计算机科学,59341,4,137,0,2
1729,26,F,本科,生物科学,46428,3,121,1,2
1730,24,M,硕士,计算机科学,68339,3,199,1,2
1731,25,M,硕士,生物科学,80919,5,152,1,2
1732,25,F,硕士,计算机科学,34190,2,104,0,3
1733,22,F,本科,生物科学,49006,3,163,1,1
1734,20,F,硕士,生物科学,65259,5,110,0,2
1735,28,F,硕士,物理学,41711,6,163,0,2
1736,28,F,硕士,物理学,40342,2,89,0,2
1737,22,M,本科,生物科学,70760,5,102,1,1
1738,21,F,博士,生物科学,90351,4,184,1,2
1739,23,M,硕士,物理学,31837,2,56,0,3
1740,20,F,本科,生物科学,88224,6,173,1,1
1741,29,F,博士,物理学,75776,5,128,1,1
1742,26,F,本科,物理学,47846,5,84,1,2
1743,23,M,本科,计算机科学,32165,2,87,1,2
1744,30,M,硕士,物理学,63319,5,91,0,2
1745,20,M,本科,物理学,62326,6,157,1,2
1746,22,F,博士,计算机科学,79667,3,122,0,3
1747,22,F,博士,计算机科学,62503,2,146,0,3
1748,23,F,博士,生物科学,48040,4,130,0,2
1749,30,F,硕士,计算机科学,43025,6,188,0,2
1750,27,M,本科,物理学,47713,4,180,1,1
1751,26,M,本科,生物科学,66385,3,147,1,1
1752,30,F,硕士,物理学,56270,6,74,0,3
1753,23,F,硕士,物理学,67475,4,53,0,2
1754,30,F,硕士,计算机科学,92898,5,189,1,2
1755,23,F,博士,物理学,49340,2,85,0,3
1756,22,F,硕士,物理学,99216,6,60,1,1
1757,26,F,本科,计算机科学,50429,6,138,1,1
1758,23,M,博士,计算机科学,39920,5,79,0,2
1759,22,F,本科,物理学,64418,4,69,1,1
1760,28,M,本科,计算机科学,68200,2,86,1,2
